target,model,training_labels,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
category,Linear SVM,LLM Labels,0.4816176470588235,0.4623502310261047,0.281995333700559,0.2642879991461486,0.7222670221077366,0.4816176470588235,0.3908707738139634
category,Linear SVM,Real Labels,0.9620098039215688,0.985523186150902,0.735991446172938,0.8070921184522378,0.9638014562550166,0.9620098039215688,0.9582418194882758
category,Logistic Regression,LLM Labels,0.4289215686274509,0.2347715736040609,0.1773700305810397,0.1168116392254323,0.6955621080919677,0.4289215686274509,0.2934297888151843
category,Logistic Regression,Real Labels,0.9227941176470588,0.6390019851229393,0.4034717077896176,0.4394571642898244,0.9025383558146652,0.9227941176470588,0.9004128330087925
category,Multinomial Naive Bayes,LLM Labels,0.4129901960784313,0.2336662505201831,0.1724006116207951,0.1066637971487785,0.6929450931433747,0.4129901960784313,0.2618352998164198
category,Multinomial Naive Bayes,Real Labels,0.909313725490196,0.3013756613756613,0.3262697779550592,0.312941329158412,0.8488219732337379,0.909313725490196,0.8769766056271429
